code,attributes,period,data
01,Ukraine,2015,12
01,Ukraine,2016,12
01,Ukraine,2017,12
01,Ukraine,2018,12
01,Ukraine,2019,20
01,Ukraine,2020,21
01,Ukraine,2021,20
01,Ukraine,2022,20
01,Ukraine,2023,21
